año	CAD	CRS	num	total	deuda	créditos	nombre
2007	111	11110	209	8460523	8460523	0	Política educativa y gestión administrativa
2007	111	11120	384	27839914	27839914	0	Servicios e instalaciones educativas y formación
2007	111	11130	131	10373969	10373969	0	Formación de profesores
2007	111	11182	117	21115363	21115363	0	Investigación educativa
2007	112	11220	383	19520797	19520797	0	Educación primaria
2007	112	11230	165	10411221	10411221	0	Capacitación básica de jóvenes y adultos
2007	112	11240	73	1671009	1671009	0	Educación primera infancia
2007	113	11320	102	2242699	2242699	0	Educación secundaria
2007	113	11330	381	34847749	34847749	0	Formación profesional
2007	114	11420	541	37864238	37864238	0	Educación universitaria
2007	114	11430	149	16574909	16574909	0	Formación superior técnica y de dirección
2007	121	12110	171	8571577	8571577	0	Política sanitaria y gestión administrativa
2007	121	12181	32	2318905	2318905	0	Enseñanza y formación médicas
2007	121	12182	39	2104982	2104982	0	Investigación médica
2007	121	12191	168	7804730	7804730	0	Servicios médicos
2007	122	12220	301	23270642	23270642	0	Atención sanitaria básica
2007	122	12230	277	41875827	41875827	0	Infraestructura sanitaria básica
2007	122	12240	158	3956223	3956223	0	Nutrición básica
2007	122	12250	132	4306131	4306131	0	Control de enfermedades infecciosas
2007	122	12261	47	1817806	1817806	0	Educación sanitaria
2007	122	12262	13	1140016	1140016	0	Control de la malaria
2007	122	12263	7	175888	175888	0	Control de la tuberculosis
2007	122	12281	81	5114201	5114201	0	Formación personal sanitario
2007	130	13010	62	74382	74382	0	Política sobre población y gestión administrativa
2007	130	13020	185	13976428	13976428	0	Atención a la salud reproductiva
2007	130	13030	5	567344	567344	0	Planificación familiar
2007	130	13040	204	12119593	12119593	0	Lucha contra las ETS (Enf. Trans. Sexual), incluido el SIDA
2007	130	13081	9	411947	411947	0	Formación de personal para población y salud reproductiva
2007	140	14010	126	2473776	2473776	0	Política de recursos hídricos y gestión administrativa
2007	140	14015	48	424486	424486	0	Protección recursos hídricos
2007	140	14020	114	11939456	11939456	0	Abastecimiento y depuración de agua-sistemas de envergadura
2007	140	14030	502	31480551	31480551	0	Abastecimiento básico de agua potable y saneamiento básico
2007	140	14040	64	7050704	7050704	0	Desarrollo cuencas fluviales
2007	140	14050	97	1394813	1394813	0	Eliminación / tratamiento residuos sólidos
2007	140	14081	4	156632	156632	0	Educación y formación en abastecimiento de agua y saneamiento
2007	151	15110	183	12252030	12252030	0	Política de administración y gestión del sector público
2007	151	15130	127	8645772	8645772	0	Desarrollo legal y judicial
2007	151	15150	376	30480836	30480836	0	Fortalecimiento de la sociedad civil
2007	151	15162	210	11016534	11016534	0	Derechos humanos
2007	152	15210	27	2990962	2990962	0	Gestión y reforma de los sistemas de seguridad
2007	152	15220	94	3604124	3604124	0	Construcción de la paz y prevención de conflictos
2007	152	15230	40	3589727	3589727	0	Procesos de consolidación de la paz tras conflictos (NNUU)
2007	152	15240	19	2170376	2170376	0	Desmovilización y control de la prolif. armas ligeras (SALW)
2007	152	15250	36	1246075	1246075	0	Retirada de minas antipersonas
2007	152	15261	8	487263	487263	0	Niños soldados: prevención y desmovilización
2007	160	16010	534	27456168	27456168	0	Seguridad social, servicios sociales
2007	160	16020	146	12796444	12796444	0	Política de empleo y gestión administrativa
2007	160	16030	50	2005501	2005501	0	Política de vivienda y gestión administrativa
2007	160	16040	147	8802343	8802343	0	Viviendas de bajo coste
2007	160	16050	301	45815778	45815778	0	Ayuda multisectorial para servicios sociales básicos
2007	160	16061	267	53529404	53529404	0	Cultura y ocio
2007	160	16062	55	0	0	0	Capacitación estadística
2007	160	16063	31	286776	286776	0	Control de estupefacientes
2007	160	16064	12	393279	393279	0	Mitigación social del VIH / SIDA
2007	210	21010	91	891053	891053	0	Política de transportes y gestión administrativa
2007	210	21020	129	16415486	16415486	0	Transporte por carretera
2007	210	21030	89	90105095	90105095	0	Transporte por ferrocarril
2007	210	21040	83	828025	828025	0	Transporte marítimo y fluvial
2007	210	21050	86	5386887	5386887	0	Transporte aéreo
2007	210	21081	17	535088	535088	0	Enseñanza y formación en transporte y almacenamiento
2007	220	22010	39	370770	370770	0	Política de comunicaciones y gestión administrativa
2007	220	22020	71	211277	211277	0	Telecomunicaciones
2007	220	22030	36	4903158	4903158	0	Radio, televisión, prensa
2007	220	22040	81	1379424	1379424	0	Tecnologías de la información y de la comunicación (TIC)
2007	230	23010	96	587472	587472	0	Política energética y gestión administrativa
2007	230	23020	62	386685	386685	0	Producción energética: fuentes no renovables
2007	230	23030	40	195300	195300	0	Producción energética: fuentes renovables
2007	230	23040	86	7580929	7580929	0	Transmisión / distribución de energía eléctrica
2007	230	23050	30	4937716	4937716	0	Distribución de gas
2007	230	23062	12	0	0	0	Centrales térmicas de gas
2007	230	23064	14	0	0	0	Centrales nucleares
2007	230	23065	57	1280831	1280831	0	Centrales hidroeléctricas
2007	230	23067	44	6487593	6487593	0	Energía solar
2007	230	23068	20	6779740	6779740	0	Energía eólica
2007	230	23070	15	5000	5000	0	Biomasa
2007	230	23081	26	434276	434276	0	Educación, formación en temas energéticos
2007	230	23082	4	32600	32600	0	Investigación energética
2007	240	24010	73	1399250	1399250	0	Política financiera y gestión administrativa
2007	240	24020	5	25000	25000	0	Instituciones monetarias
2007	240	24030	79	51379236	51379236	0	Intermediarios financieros del sector formal
2007	240	24040	54	3085072	3085072	0	Intermediarios financieros semi-formales, informales
2007	240	24081	9	273944	273944	0	Enseñanza / formación en banca y servicios financieros
2007	250	25010	105	3382544	3382544	0	Servicios e instituciones de apoyo a la empresa
2007	250	25020	14	0	0	0	Privatizaciones
2007	311	31110	126	6954694	6954694	0	Política agraria y gestión administrativa
2007	311	31120	307	16643167	16643167	0	Desarrollo agrario
2007	311	31130	45	419644	419644	0	Tierras cultivables
2007	311	31140	125	3925816	3925816	0	Recursos hídricos para uso agrícola
2007	311	31150	43	525917	525917	0	Insumos agrícolas
2007	311	31161	158	11048576	11048576	0	Producción de alimentos agrícolas
2007	311	31162	61	1632233	1632233	0	Cultivos industriales destinados a la exportación
2007	311	31163	133	3182296	3182296	0	Ganadería
2007	311	31164	56	184556	184556	0	Reforma agraria
2007	311	31165	21	1011029	1011029	0	Desarrollo agrario alternativo
2007	311	31166	24	352331	352331	0	Extensión agraria.
2007	311	31181	54	2850474	2850474	0	Enseñanza / formación agraria
2007	311	31182	80	1267589	1267589	0	Investigación agraria.
2007	311	31191	26	403089	403089	0	Servicios agrícolas
2007	311	31192	6	0	0	0	Protec. plantas y cosechas recogidas y lucha c. plagas
2007	311	31193	4	0	0	0	Servicios financieros agrícolas
2007	311	31194	47	2172527	2172527	0	Cooperativas agrícolas
2007	311	31195	29	437200	437200	0	Servicios veterinarios
2007	312	31210	66	1085588	1085588	0	Política forestal y gestión administrativa
2007	312	31220	45	219180	219180	0	Desarrollo forestal
2007	312	31282	3	12666	12666	0	Investigación en silvicultura
2007	313	31310	62	7647980	7647980	0	Política pesquera y gestión administrativa
2007	313	31320	61	5795188	5795188	0	Desarrollo pesquero
2007	313	31381	18	4193340	4193340	0	Educación, formación pesquera
2007	313	31382	20	297437	297437	0	Investigación pesquera
2007	313	31391	6	775006	775006	0	Servicios pesqueros
2007	321	32110	71	378742	378742	0	Política industrial y gestión administrativa
2007	321	32120	58	445665	445665	0	Desarrollo industrial
2007	321	32130	117	11438184	11438184	0	Desarrollo de PYMES
2007	321	32140	40	2763094	2763094	0	Industria artesanal
2007	321	32161	89	2377790	2377790	0	Agroindustrias
2007	321	32162	14	98500	98500	0	Industrias forestales
2007	321	32163	13	713350	713350	0	Textiles, piel y sustitutos
2007	321	32164	1	60000	60000	0	Productos químicos
2007	321	32166	16	23923	23923	0	Cemento, cal, yeso
2007	321	32167	12	0	0	0	Fabricación de productos energéticos
2007	321	32168	5	88960	88960	0	Producción farmacéutica
2007	321	32169	16	54954	54954	0	Industria metalúrgica básica
2007	321	32171	1	48000	48000	0	Construcción mecánica y eléctrica
2007	321	32172	14	21942	21942	0	Material de transporte
2007	321	32182	47	2847205	2847205	0	Investigación y desarrollo tecnológico
2007	322	32210	20	340765	340765	0	Política de las industrias extractivas y gestión administrativa
2007	322	32220	4	0	0	0	Prospección de minerales y exploración
2007	322	32262	41	0	0	0	Petróleo y gas
2007	322	32265	4	0	0	0	Metales / minerales preciosos
2007	322	32266	2	4000	4000	0	Minerales industriales
2007	323	32310	24	336510	336510	0	Política de construcción y gestión administrativa
2007	331	33110	70	229901	229901	0	Política comercial y gestión administrativa
2007	331	33120	55	980898	980898	0	Fomento del comercio
2007	331	33130	22	97332	97332	0	Acuerdos comerciales regionales
2007	331	33140	14	0	0	0	Negociaciones comerciales multilaterales
2007	331	33181	21	922152	922152	0	Educación / formación comercial
2007	332	33210	114	7642123	7642123	0	Política turística y gestión administrativa
2007	410	41010	263	24558427	24558427	0	Política medioambiental y gestión administrativa
2007	410	41020	39	3441218	3441218	0	Protección de la biosfera
2007	410	41030	91	5387735	5387735	0	Biodiversidad
2007	410	41040	49	4496231	4496231	0	Protección del patrimonio histórico, artístico y arqueológico
2007	410	41050	49	0	0	0	Control / prevención de inundaciones
2007	410	41081	89	2803049	2803049	0	Educación / formación medioambiental
2007	410	41082	33	1510678	1510678	0	Investigación medioambiental
2007	430	43010	184	24068761	24068761	0	Ayuda multisectorial
2007	430	43030	155	11860027	11860027	0	Desarrollo y gestión urbanos
2007	430	43040	378	41963272	41963272	0	Desarrollo rural
2007	430	43050	25	1420496	1420496	0	Desarrollo alternativo no agrario
2007	430	43081	178	9838299	9838299	0	Enseñanza / formación multisectoriales
2007	430	43082	90	1916416	1916416	0	Instituciones científicas y de investigación
2007	510	51010	93	20163125	20163125	0	Apoyo presupuestario general
2007	520	52010	93	6856701	6856701	0	Ayuda Alimentaria / Programas de seguridad alimentaria
2007	600	60010	4	0	0	0	Actividades relacionadas con la deuda
2007	600	60020	15	132489213	132489213	0	Condonación de deuda
2007	600	60030	4	17629494	17629494	0	Alivio de la deuda multilateral
2007	600	60040	1	1388547	1388547	0	Reestructuración y refinanciación
2007	600	60061	8	43368241	43368241	0	Canje de deuda por proyectos de desarrollo
2007	720	72010	531	50572300	50572300	0	Ayuda y servicios materiales de emergencia
2007	720	72040	96	6709655	6709655	0	Ayuda alimentaria de emergencia
2007	720	72050	5	2154961	2154961	0	Coordinación de los servicios de protección de la ayuda
2007	730	73010	214	46684202	46684202	0	Ayuda a la reconstrucción y rehabilitación
2007	740	74010	59	5098891	5098891	0	Prevención de desastres
2007	910	91010	451	92732383	92732383	0	Costes administrativos
2007	930	93010	112	19114709	19114709	0	Ayuda a refugiados en el país donante
2007	998	99810	492	-90738386	69257669	159996055	Sectores no especificados
2007	998	99820	1683	46511655	46511655	0	Sensibilización sobre los problemas rel. con el desarrollo
2008	111 	11110 	327	79298187	79298187	0	Política educativa y gestión administrativa
2008	111 	11120 	335	39187600	41221385	2033785	Servicios e instalaciones educativas y formación
2008	111 	11130 	97	7671610	7712032	40422	Formación de profesores
2008	111 	11182 	172	12301858	12301858	0	Investigación educativa
2008	112 	11220 	563	117017027	117017027	0	Educación primaria
2008	112 	11230 	317	24156868	24156868	0	Capacitación básica de jóvenes y adultos
2008	112 	11240 	72	2927891	2927891	0	Educación primera infancia
2008	113 	11320 	182	9975589	9975589	0	Educación secundaria
2008	113 	11330 	353	50758869	50810511	51642	Formación profesional
2008	114 	11420 	573	86817809	86817809	0	Educación universitaria
2008	114 	11430 	56	3672186	3672186	0	Formación superior técnica y de dirección
2008	121 	12110 	277	46493110	47181728	688618	Política sanitaria y gestión administrativa
2008	121 	12181 	41	1847458	1847458	0	Enseñanza y formación médicas
2008	121 	12182 	29	4109145	4109145	0	Investigación médica
2008	121 	12191 	262	14687794	14687794	0	Servicios médicos
2008	122 	12220 	477	51636550	51880845	244295	Atención sanitaria básica
2008	122 	12230 	231	36098271	44357511	8259240	Infraestructura sanitaria básica
2008	122 	12240 	285	42739382	42739382	0	Nutrición básica
2008	122 	12250 	171	67182750	67182750	0	Control de enfermedades infecciosas
2008	122 	12261 	56	2901890	2901890	0	Educación sanitaria
2008	122 	12262 	141	25675312	25675312	0	Control de la malaria
2008	122 	12263 	95	15685685	15685685	0	Control de la tuberculosis
2008	122 	12281 	63	7488227	7488227	0	Formación personal sanitario
2008	130 	13010 	271	26919607	26919607	0	Política sobre población y gestión administrativa
2008	130 	13020 	420	53390321	53415271	24950	Atención a la salud reproductiva
2008	130 	13030 	3	805408	805408	0	Planificación familiar
2008	130 	13040 	513	96909615	96909615	0	Lucha contra las ETS (Enf. Trans. Sexual), incluido el SIDA
2008	130 	13081 	20	1830692	1830692	0	Formación de personal para población y salud reproductiva
2008	140 	14010 	207	72364513	72494980	130467	Política de recursos hídricos y gestión administrativa
2008	140 	14015 	24	30910959	30910959	0	Protección recursos hídricos
2008	140 	14020 	159	116796795	117733234	936439	Abastecimiento y depuración de agua-sistemas de envergadura
2008	140 	14030 	546	191945593	192563561	617968	Abastecimiento básico de agua potable y saneamiento básico
2008	140 	14040 	29	21150072	21150072	0	Desarrollo cuencas fluviales
2008	140 	14050 	92	14886819	15156552	269733	Eliminación / tratamiento residuos sólidos
2008	140 	14081 	16	1880318	1880318	0	Educación y formación en abastecimiento de agua y saneamiento
2008	151 	15110 	430	89807223	89807223	0	Política de administración y gestión del sector público
2008	151 	15130 	372	26112062	26112062	0	Desarrollo legal y judicial
2008	151 	15150 	655	44322325	44322325	0	Fortalecimiento de la sociedad civil
2008	151 	15162 	456	36487928	36487928	0	Derechos humanos
2008	152 	15210 	38	1812364	1812364	0	Gestión y reforma de los sistemas de seguridad
2008	152 	15220 	153	40948651	40948651	0	Construcción de la paz y prevención de conflictos
2008	152 	15230 	51	29978242	29978242	0	Procesos de consolidación de la paz tras conflictos (NNUU)
2008	152 	15240 	21	955026	955026	0	Desmovilización y control de la prolif. armas ligeras (SALW)
2008	152 	15250 	90	5663443	5663443	0	Retirada de minas antipersonas
2008	152 	15261 	69	3137424	3137424	0	Niños soldados: prevención y desmovilización
2008	160 	16010 	735	64216809	64216809	0	Seguridad social, servicios sociales
2008	160 	16020 	398	23919060	23919060	0	Política de empleo y gestión administrativa
2008	160 	16030 	51	5399095	5399095	0	Política de vivienda y gestión administrativa
2008	160 	16040 	161	11923270	11923270	0	Viviendas de bajo coste
2008	160 	16050 	414	109626715	109626715	0	Ayuda multisectorial para servicios sociales básicos
2008	160 	16061 	321	78027920	78027920	0	Cultura y ocio
2008	160 	16062 	175	4989551	4989551	0	Capacitación estadística
2008	160 	16063 	52	3726278	3726278	0	Control de estupefacientes
2008	160 	16064 	133	2564758	2564758	0	Mitigación social del VIH / SIDA
2008	210 	21010 	100	10721575	14091534	3369959	Política de transportes y gestión administrativa
2008	210 	21020 	228	125243111	125924618	681507	Transporte por carretera
2008	210 	21030 	38	122700492	123067219	366727	Transporte por ferrocarril
2008	210 	21040 	38	3583612	7389681	3806069	Transporte marítimo y fluvial
2008	210 	21050 	43	6041683	6170278	128595	Transporte aéreo
2008	210 	21081 	16	181872	181872	0	Enseñanza y formación en transporte y almacenamiento
2008	220 	22010 	30	2045138	2045138	0	Política de comunicaciones y gestión administrativa
2008	220 	22020 	33	3227904	4646710	1418806	Telecomunicaciones
2008	220 	22030 	39	8750896	9219553	468657	Radio, televisión, prensa
2008	220 	22040 	89	1221261	1416199	194938	Tecnologías de la información y de la comunicación (TIC)
2008	230 	23010 	91	15645364	17305928	1660564	Política energética y gestión administrativa
2008	230 	23020 	43	17829564	17829564	0	Producción energética: fuentes no renovables
2008	230 	23030 	49	12005373	12005373	0	Producción energética: fuentes renovables
2008	230 	23040 	47	7764269	12815090	5050821	Transmisión / distribución de energía eléctrica
2008	230 	23050 	11	12874322	12874322	0	Distribución de gas
2008	230 	23061 	2	6789	6789	0	Centrales térmicas de petróleo
2008	230 	23062 	2	1505	1505	0	Centrales térmicas de gas
2008	230 	23063 	2	2291	2291	0	Centrales térmicas de carbón
2008	230 	23064 	20	3050662	3050662	0	Centrales nucleares
2008	230 	23065 	3	834562	834562	0	Centrales hidroeléctricas
2008	230 	23067 	39	6878173	8057295	1179122	Energía solar
2008	230 	23068 	12	44036048	44508772	472724	Energía eólica
2008	230 	23069 	1	9769	9769	0	Energía maremotriz
2008	230 	23070 	18	99808	99808	0	Biomasa
2008	230 	23081 	12	573632	573632	0	Educación, formación en temas energéticos
2008	230 	23082 	7	189719	189719	0	Investigación energética
2008	240 	24010 	41	8353864	8353864	0	Política financiera y gestión administrativa
2008	240 	24020 	6	19914	19914	0	Instituciones monetarias
2008	240 	24030 	39	29726186	37839896	8113710	Intermediarios financieros del sector formal
2008	240 	24040 	138	47516821	65562768	18045947	Intermediarios financieros semi-formales, informales
2008	240 	24081 	7	419942	419942	0	Enseñanza / formación en banca y servicios financieros
2008	250 	25010 	169	41730712	41730712	0	Servicios e instituciones de apoyo a la empresa
2008	250 	25020 	16	1479104	1479104	0	Privatizaciones
2008	311 	31110 	134	30660429	30663959	3530	Política agraria y gestión administrativa
2008	311 	31120 	299	40755924	40755924	0	Desarrollo agrario
2008	311 	31130 	28	6039928	6039928	0	Tierras cultivables
2008	311 	31140 	118	17668893	17668893	0	Recursos hídricos para uso agrícola
2008	311 	31150 	14	605645	605645	0	Insumos agrícolas
2008	311 	31161 	160	18445422	18445422	0	Producción de alimentos agrícolas
2008	311 	31162 	61	7356092	7356092	0	Cultivos industriales destinados a la exportación
2008	311 	31163 	90	5665537	5665537	0	Ganadería
2008	311 	31164 	20	3366348	3366348	0	Reforma agraria
2008	311 	31165 	23	2422481	2422481	0	Desarrollo agrario alternativo
2008	311 	31166 	31	2419041	2419041	0	Extensión agraria.
2008	311 	31181 	83	4219082	4219082	0	Enseñanza / formación agraria
2008	311 	31182 	46	7429361	7429361	0	Investigación agraria.
2008	311 	31191 	16	1575775	1575775	0	Servicios agrícolas
2008	311 	31192 	15	142537	142537	0	Protec. plantas y cosechas recogidas y lucha c. plagas
2008	311 	31193 	3	519343	519343	0	Servicios financieros agrícolas
2008	311 	31194 	58	5909562	5909562	0	Cooperativas agrícolas
2008	311 	31195 	29	1789122	1789122	0	Servicios veterinarios
2008	312 	31210 	54	3327540	3327540	0	Política forestal y gestión administrativa
2008	312 	31220 	46	1967703	1967703	0	Desarrollo forestal
2008	312 	31261 	4	114358	114358	0	Producción de carbón vegetal / leña
2008	312 	31281 	6	414746	414746	0	Educación, formación forestal
2008	312 	31282 	10	641768	641768	0	Investigación en silvicultura
2008	312 	31291 	1	0	0	0	Servicios forestales
2008	313 	31310 	66	13344929	13344929	0	Política pesquera y gestión administrativa
2008	313 	31320 	73	5460150	8679335	3219185	Desarrollo pesquero
2008	313 	31381 	25	5219892	5219892	0	Educación, formación pesquera
2008	313 	31382 	20	733016	733016	0	Investigación pesquera
2008	313 	31391 	8	2188202	2188202	0	Servicios pesqueros
2008	321 	32110 	34	1457023	1457023	0	Política industrial y gestión administrativa
2008	321 	32120 	29	1371513	1371513	0	Desarrollo industrial
2008	321 	32130 	155	18959772	20087296	1127524	Desarrollo de PYMES
2008	321 	32140 	38	2020662	2648022	627360	Industria artesanal
2008	321 	32161 	54	3752198	3821612	69414	Agroindustrias
2008	321 	32162 	5	100543	100543	0	Industrias forestales
2008	321 	32163 	12	527450	527450	0	Textiles, piel y sustitutos
2008	321 	32164 	5	-987850	19313	1007163	Productos químicos
2008	321 	32166 	4	321485	321485	0	Cemento, cal, yeso
2008	321 	32167 	2	17900	17900	0	Fabricación de productos energéticos
2008	321 	32168 	9	-234088	251385	485473	Producción farmacéutica
2008	321 	32169 	8	188405	188405	0	Industria metalúrgica básica
2008	321 	32171 	4	58160	58160	0	Construcción mecánica y eléctrica
2008	321 	32172 	5	55171	55171	0	Material de transporte
2008	321 	32182 	33	4254074	4310536	56462	Investigación y desarrollo tecnológico
2008	322 	32210 	16	2021108	2021108	0	Política de las industrias extractivas y gestión administrativa
2008	322 	32220 	24	1972607	2124698	152091	Prospección de minerales y exploración
2008	322 	32261 	3	100248	100248	0	Carbón
2008	322 	32262 	6	56914	56914	0	Petróleo y gas
2008	322 	32263 	2	6751	6751	0	Metales ferrosos
2008	322 	32265 	2	10957	10957	0	Metales / minerales preciosos
2008	322 	32266 	2	22254	22254	0	Minerales industriales
2008	323 	32310 	16	14884796	14884796	0	Política de construcción y gestión administrativa
2008	331 	33110 	137	12456726	12456726	0	Política comercial y gestión administrativa
2008	331 	33120 	40	2749264	2749264	0	Fomento del comercio
2008	331 	33130 	18	3013456	3013456	0	Acuerdos comerciales regionales
2008	331 	33140 	7	247623	247623	0	Negociaciones comerciales multilaterales
2008	331 	33150 	22	6949351	6949351	0	Ajustes vinculados al comercio
2008	331 	33181 	22	224541	224541	0	Educación / formación comercial
2008	332 	33210 	150	11181228	11181228	0	Política turística y gestión administrativa
2008	410 	41010 	353	63398033	63398033	0	Política medioambiental y gestión administrativa
2008	410 	41020 	30	31514058	31514058	0	Protección de la biosfera
2008	410 	41030 	148	18931005	18931005	0	Biodiversidad
2008	410 	41040 	133	23899310	23899310	0	Protección del patrimonio histórico, artístico y arqueológico
2008	410 	41050 	41	3744214	3744214	0	Control / prevención de inundaciones
2008	410 	41081 	51	1724301	1724301	0	Educación / formación medioambiental
2008	410 	41082 	36	836607	836607	0	Investigación medioambiental
2008	430 	43010 	435	91164179	91210170	45991	Ayuda multisectorial
2008	430 	43030 	139	14605643	14605643	0	Desarrollo y gestión urbanos
2008	430 	43040 	388	52517278	52517278	0	Desarrollo rural
2008	430 	43050 	4	485194	485194	0	Desarrollo alternativo no agrario
2008	430 	43081 	483	21894068	21894068	0	Enseñanza / formación multisectoriales
2008	430 	43082 	49	4877744	6520073	1642329	Instituciones científicas y de investigación
2008	510 	51010 	139	121523232	121523232	0	Apoyo presupuestario general
2008	520 	52010 	218	79563646	79563646	0	Ayuda Alimentaria / Programas de seguridad alimentaria
2008	530 	53030 	9	0	0	0	Apoyo a la importación (bienes de equipo)
2008	600 	60010 	2	22000	22000	0	Actividades relacionadas con la deuda
2008	600 	60020 	5	221464480	221464480	0	Condonación de deuda
2008	600 	60030 	9	46067709	46067709	0	Alivio de la deuda multilateral
2008	600 	60040 	1	159632	159632	0	Reestructuración y refinanciación
2008	600 	60061 	7	26645521	26645521	0	Canje de deuda por proyectos de desarrollo
2008	720 	72010 	748	147762068	156095401	8333333	Ayuda y servicios materiales de emergencia
2008	720 	72040 	321	116856512	116856512	0	Ayuda alimentaria de emergencia
2008	720 	72050 	35	7449474	7449474	0	Coordinación de los servicios de protección de la ayuda
2008	730 	73010 	264	105693196	105693196	0	Ayuda a la reconstrucción y rehabilitación
2008	740 	74010 	219	18165328	18165328	0	Prevención de desastres
2008	910 	91010 	377	185882567	185882567	0	Costes administrativos
2008	930 	93010 	132	28201567	28201567	0	Ayuda a refugiados en el país donante
2008	998 	99810 	1012	203232580	309910688	106678108	Sectores no especificados
2008	998 	99820 	2116	62412787	62412787	0	Sensibilización sobre los problemas rel. con el desarrollo
2009	111	11110	395	52301278	52301278	0	Política educativa y gestión administrativa
2009	111	11120	415	31727256	32497899	770643	Servicios e instalaciones educativas y formación
2009	111	11130	144	7733247	7733247	0	Formación de profesores
2009	111	11182	103	7275879	7275879	0	Investigación educativa
2009	112	11220	561	121041097	121041097	0	Educación primaria
2009	112	11230	247	15447702	15447702	0	Capacitación básica de jóvenes y adultos
2009	112	11240	182	3393704	3393704	0	Educación primera infancia
2009	113	11320	158	8193275	8193275	0	Educación secundaria
2009	113	11330	432	47444511	48557840	1113329	Formación profesional
2009	114	11420	758	45178767	46444498	1265731	Educación universitaria
2009	114	11430	126	3801917	3801917	0	Formación superior técnica y de dirección
2009	121	12110	330	109488193	109488193	0	Política sanitaria y gestión administrativa
2009	121	12181	66	646066	1774434	1128368	Enseñanza y formación médicas
2009	121	12182	220	5452780	5452780	0	Investigación médica
2009	121	12191	194	14057826	14057826	0	Servicios médicos
2009	122	12220	436	46677054	46677054	0	Atención sanitaria básica
2009	122	12230	219	19993084	28753369	8760285	Infraestructura sanitaria básica
2009	122	12240	281	10674240	10674240	0	Nutrición básica
2009	122	12250	259	32391776	32682609	290833	Control de enfermedades infecciosas
2009	122	12261	75	1793756	1793756	0	Educación sanitaria
2009	122	12262	154	40452017	40452017	0	Control de la malaria
2009	122	12263	126	20796921	20796921	0	Control de la tuberculosis
2009	122	12281	57	5790308	5790308	0	Formación personal sanitario
2009	130	13010	325	19252264	19252264	0	Política sobre población y gestión administrativa
2009	130	13020	455	50563950	50563950	0	Atención a la salud reproductiva
2009	130	13030	27	5342760	5342760	0	Planificación familiar
2009	130	13040	668	113441211	113441211	0	Lucha contra las ETS (Enf. Trans. Sexual), incluido el SIDA
2009	130	13081	34	2313928	2313928	0	Formación de personal para población y salud reproductiva
2009	140	14010	245	25125713	25125713	0	Política de recursos hídricos y gestión administrativa
2009	140	14015	49	3137430	3137430	0	Protección recursos hídricos
2009	140	14020	220	97187596	97187596	0	Abastecimiento y depuración de agua-sistemas de envergadura
2009	140	14030	562	255322344	259157659	3835315	Abastecimiento básico de agua potable y saneamiento básico
2009	140	14040	52	32042482	32713751	671269	Desarrollo cuencas fluviales
2009	140	14050	135	5116191	7674338	2558147	Eliminación / tratamiento residuos sólidos
2009	140	14081	81	3574522	3574522	0	Educación y formación en abastecimiento de agua y saneamiento
2009	151	15110	1453	158362693	160354879	1992186	Política de administración y gestión del sector público
2009	151	15111	24	2291808	2291808	0	Gestión financiera del sector público
2009	151	15112	202	42282392	42282392	0	Descentralización y apoyo a los gobiernos regionales y locales
2009	151	15113	6	432600	432600	0	Organizaciones de lucha contra la corrupción de las instituciones
2009	151	15130	468	32459636	32459636	0	Desarrollo legal y judicial
2009	151	15150	662	49240500	49240500	0	Fortalecimiento de la sociedad civil
2009	151	15151	156	19982275	19982275	0	Procesos electorales
2009	151	15152	7	1615676	1615676	0	Legislaturas y partidos políticos
2009	151	15153	51	1118044	1118044	0	Medios de comunicación y el libre flujo de información
2009	151	15162	642	63374933	63374933	0	Derechos humanos
2009	151	15170	682	106581745	106581745	0	Organizaciones e instit. de la igualdad de las mujeres
2009	152	15210	91	21747958	21747958	0	Gestión y reforma de los sistemas de seguridad
2009	152	15220	216	33491407	33491407	0	Construcción de la paz y prevención de conflictos
2009	152	15230	71	22510478	22510478	0	Procesos de consolidación de la paz tras conflictos (NNUU)
2009	152	15240	24	1719925	1719925	0	Desmovilización y control de la prolif. armas ligeras (SALW)
2009	152	15250	98	8656873	8656873	0	Retirada de minas antipersonas
2009	152	15261	19	674989	674989	0	Niños soldados: prevención y desmovilización
2009	160	16010	798	75188244	75188244	0	Seguridad social, servicios sociales
2009	160	16020	380	33889216	33889216	0	Política de empleo y gestión administrativa
2009	160	16030	53	2815725	2815725	0	Política de vivienda y gestión administrativa
2009	160	16040	166	14443247	14443247	0	Viviendas de bajo coste
2009	160	16050	433	87826733	87826733	0	Ayuda multisectorial para servicios sociales básicos
2009	160	16061	1073	47392901	47392901	0	Cultura y ocio
2009	160	16062	194	3449386	3449386	0	Capacitación estadística
2009	160	16063	32	2745453	2745453	0	Control de estupefacientes
2009	160	16064	102	2767648	2767648	0	Mitigación social del VIH / SIDA
2009	210	21010	111	13049612	15449546	2399934	Política de transportes y gestión administrativa
2009	210	21020	271	109034056	117049931	8015875	Transporte por carretera
2009	210	21030	47	183369608	184750105	1380497	Transporte por ferrocarril
2009	210	21040	65	5866988	14093761	8226773	Transporte marítimo y fluvial
2009	210	21050	67	4769869	4909064	139195	Transporte aéreo
2009	210	21061	3	33534	33534	0	Almacenamiento
2009	210	21081	13	134941	134941	0	Enseñanza y formación en transporte y almacenamiento
2009	220	22010	103	2870498	2870498	0	Política de comunicaciones y gestión administrativa
2009	220	22020	53	-334433	1549441	1883874	Telecomunicaciones
